| UFV02 | 2.1 | CCTV_ORE_01 | 327+675 | Cámara Estación | Derecha | PK327+675 Derecha | EQUIPO ITS | CCTV Fija | SWA_ORE_01 | TIPO 2 | TBD | TBD |
| UFV49 | 2.2 | BALIZA_598 | 598+000 | Baliza Señal | Centro | PK598+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV49 | 2.2 | EMPALME_FO_30 | 600+000 | Empalme Fibra Óptica | Derecha | PK600+000 Derecha | TELECOMUNICACIONES | Caja Empalme | N/A | N/A | TBD | TBD |
| UFV52 | 2.2 | BALIZA_600 | 600+000 | Baliza Kilometraje | Centro | PK600+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV52 | 2.2 | ESTACION_GAMARRA | 604+265 | Estación Principal | Centro | PK604+265 Centro | EDIFICACION | Estación Clase A | N/A | N/A | TBD | TBD |
| UFV52 | 2.2 | SE_GAMARRA | 604+265 | Subestación Eléctrica | Derecha | PK604+265 Derecha | ENERGIA | Subestación MT/BT | N/A | N/A | TBD | TBD |
| UFV52 | 2.2 | CTC_GAMARRA | 604+265 | Puesto Control CTC | Centro | PK604+265 Centro | CONTROL | CTC Local | SWA_GAM_01 | TIPO 7 | TBD | TBD |
| UFV52 | 2.2 | EBT_20_GAMARRA | 604+265 | Estación Base TETRA 20 | Derecha | PK604+265 Derecha | TELECOMUNICACIONES | TETRA BS | SWA_GAM_01 | TIPO 5 | TBD | TBD |
| UFV52 | 2.2 | CCTV_GAM_01 | 604+300 | Cámara Entrada | Derecha | PK604+300 Derecha | EQUIPO ITS | CCTV PTZ | SWA_GAM_02 | TIPO 2 | TBD | TBD |
| UFV52 | 2.2 | CCTV_GAM_02 | 604+350 | Cámara Andén | Izquierda | PK604+350 Izquierda | EQUIPO ITS | CCTV Fija | SWA_GAM_02 | TIPO 2 | TBD | TBD |
| UFV52 | 2.2 | SAI_GAMARRA | 604+265 | UPS Estación | Centro | PK604+265 Centro | ENERGIA | UPS 30kVA | N/A | N/A | TBD | TBD |
| UFV52 | 2.2 | NODO_FO_GAMARRA | 604+265 | Nodo Fibra Óptica | Centro | PK604+265 Centro | TELECOMUNICACIONES | ODF 48 hilos | SWA_GAM_01 | TIPO 5 | TBD | TBD |
| UFV52 | 2.2 | BALIZA_GAM_01 | 604+265 | Baliza Entrada | Centro | PK604+265 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV52 | 2.2 | DESVIO_GAM_01 | 604+400 | Desvío Apartadero | Derecha | PK604+400 Derecha | VIA | Desvío Motorizado | N/A | N/A | TBD | TBD |
| UFV52 | 2.2 | BALIZA_605 | 605+000 | Baliza Kilometraje | Centro | PK605+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV52 | 2.2 | BALIZA_610 | 610+000 | Baliza Kilometraje | Centro | PK610+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV52 | 2.2 | EMPALME_FO_31 | 612+000 | Empalme Fibra Óptica | Izquierda | PK612+000 Izquierda | TELECOMUNICACIONES | Caja Empalme | N/A | N/A | TBD | TBD |
| UFV52 | 2.2 | SEÑAL_INT_21 | 613+000 | Señal Intermedia | Derecha | PK613+000 Derecha | SEÑALIZACION | Señal LED | N/A | TIPO 6 | TBD | TBD |
| UFV52 | 2.2 | BALIZA_613 | 613+000 | Baliza Señal | Centro | PK613+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV52 | 2.2 | BALIZA_615 | 615+000 | Baliza Kilometraje | Centro | PK615+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV53 | 2.2 | ESTACION_PATEQUILLO | 618+000 | Estación Menor | Centro | PK618+000 Centro | EDIFICACION | Apeadero | N/A | N/A | TBD | TBD |
| UFV53 | 2.2 | EBT_21_PATEQUILLO | 618+000 | Estación Base TETRA 21 | Derecha | PK618+000 Derecha | TELECOMUNICACIONES | TETRA BS | SWA_PAT_01 | TIPO 5 | TBD | TBD |
| UFV53 | 2.2 | CCTV_PAT_ReintentarDZContinuar01 | 618+000 | Cámara Estación | Derecha | PK618+000 Derecha | EQUIPO ITS | CCTV Fija | SWA_PAT_01 | TIPO 2 | TBD | TBD |
| UFV53 | 2.2 | BALIZA_PAT_01 | 618+000 | Baliza Entrada | Centro | PK618+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV53 | 2.2 | BALIZA_620 | 620+000 | Baliza Kilometraje | Centro | PK620+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV53 | 2.2 | EMPALME_FO_32 | 622+000 | Empalme Fibra Óptica | Derecha | PK622+000 Derecha | TELECOMUNICACIONES | Caja Empalme | N/A | N/A | TBD | TBD |
| UFV53 | 2.2 | BALIZA_625 | 625+000 | Baliza Kilometraje | Centro | PK625+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV53 | 2.2 | SEÑAL_INT_22 | 628+000 | Señal Intermedia | Derecha | PK628+000 Derecha | SEÑALIZACION | Señal LED | N/A | TIPO 6 | TBD | TBD |
| UFV53 | 2.2 | BALIZA_628 | 628+000 | Baliza Señal | Centro | PK628+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV53 | 2.2 | BALIZA_630 | 630+000 | Baliza Kilometraje | Centro | PK630+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV53 | 2.2 | HBD_06_PRE_GLORIA | 632+000 | Detector Caja Caliente 06 | Centro | PK632+000 Centro | EQUIPO ITS | HBD Sistema | SWA_HBD_06 | TIPO 4 | TBD | TBD |
| UFV53 | 2.2 | EMPALME_FO_33 | 632+000 | Empalme Fibra Óptica | Izquierda | PK632+000 Izquierda | TELECOMUNICACIONES | Caja Empalme | N/A | N/A | TBD | TBD |
| UFV54 | 2.2 | BALIZA_635 | 635+000 | Baliza Kilometraje | Centro | PK635+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV54 | 2.2 | ESTACION_LA_GLORIA | 635+991 | Estación Principal | Centro | PK635+991 Centro | EDIFICACION | Estación Clase A | N/A | N/A | TBD | TBD |
| UFV54 | 2.2 | SE_LA_GLORIA | 635+991 | Subestación Eléctrica | Derecha | PK635+991 Derecha | ENERGIA | Subestación MT/BT | N/A | N/A | TBD | TBD |
| UFV54 | 2.2 | CTC_LA_GLORIA | 635+991 | Puesto Control CTC | Centro | PK635+991 Centro | CONTROL | CTC Local | SWA_GLO_01 | TIPO 7 | TBD | TBD |
| UFV54 | 2.2 | EBT_22_LA_GLORIA | 635+991 | Estación Base TETRA 22 | Derecha | PK635+991 Derecha | TELECOMUNICACIONES | TETRA BS | SWA_GLO_01 | TIPO 5 | TBD | TBD |
| UFV54 | 2.2 | CCTV_GLO_01 | 636+020 | Cámara Entrada | Derecha | PK636+020 Derecha | EQUIPO ITS | CCTV PTZ | SWA_GLO_02 | TIPO 2 | TBD | TBD |
| UFV54 | 2.2 | CCTV_GLO_02 | 636+070 | Cámara Andén | Izquierda | PK636+070 Izquierda | EQUIPO ITS | CCTV Fija | SWA_GLO_02 | TIPO 2 | TBD | TBD |
| UFV54 | 2.2 | SAI_LA_GLORIA | 635+991 | UPS Estación | Centro | PK635+991 Centro | ENERGIA | UPS 30kVA | N/A | N/A | TBD | TBD |
| UFV54 | 2.2 | NODO_FO_LA_GLORIA | 635+991 | Nodo Fibra Óptica | Centro | PK635+991 Centro | TELECOMUNICACIONES | ODF 48 hilos | SWA_GLO_01 | TIPO 5 | TBD | TBD |
| UFV54 | 2.2 | BALIZA_GLO_01 | 635+991 | Baliza Entrada | Centro | PK635+991 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV54 | 2.2 | DESVIO_GLO_01 | 636+100 | Desvío Apartadero | Derecha | PK636+100 Derecha | VIA | Desvío Motorizado | N/A | N/A | TBD | TBD |
| UFV54 | 2.2 | BALIZA_640 | 640+000 | Baliza Kilometraje | Centro | PK640+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV54 | 2.2 | EMPALME_FO_34 | 642+000 | Empalme Fibra Óptica | Derecha | PK642+000 Derecha | TELECOMUNICACIONES | Caja Empalme | N/A | N/A | TBD | TBD |
| UFV54 | 2.2 | BALIZA_645 | 645+000 | Baliza Kilometraje | Centro | PK645+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV54 | 2.2 | BALIZA_650 | 650+000 | Baliza Kilometraje | Centro | PK650+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV54 | 2.2 | SEÑAL_INT_23 | 653+000 | Señal Intermedia | Derecha | PK653+000 Derecha | SEÑALIZACION | Señal LED | N/A | TIPO 6 | TBD | TBD |
| UFV54 | 2.2 | BALIZA_653 | 653+000 | Baliza Señal | Centro | PK653+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV54 | 2.2 | EMPALME_FO_35 | 655+000 | Empalme Fibra Óptica | Izquierda | PK655+000 Izquierda | TELECOMUNICACIONES | Caja Empalme | N/A | N/A | TBD | TBD |
| UFV54 | 2.2 | BALIZA_655 | 655+000 | Baliza Kilometraje | Centro | PK655+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV54 | 2.2 | BALIZA_660 | 660+000 | Baliza Kilometraje | Centro | PK660+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV55 | 2.2 | ESTACION_PALESTINA | 663+805 | Estación Menor | Centro | PK663+805 Centro | EDIFICACION | Apeadero | N/A | N/A | TBD | TBD |
| UFV55 | 2.2 | EBT_23_PALESTINA | 663+805 | Estación Base TETRA 23 | Derecha | PK663+805 Derecha | TELECOMUNICACIONES | TETRA BS | SWA_PAL_01 | TIPO 5 | TBD | TBD |
| UFV55 | 2.2 | CCTV_PAL_01 | 663+805 | Cámara Estación | Derecha | PK663+805 Derecha | EQUIPO ITS | CCTV Fija | SWA_PAL_01 | TIPO 2 | TBD | TBD |
| UFV55 | 2.2 | BALIZA_PAL_01 | 663+805 | Baliza Entrada | Centro | PK663+805 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV55 | 2.2 | BALIZA_665 | 665+000 | Baliza Kilometraje | Centro | PK665+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV55 | 2.2 | EMPALME_FO_36 | 668+000 | Empalme Fibra Óptica | Derecha | PK668+000 Derecha | TELECOMUNICACIONES | Caja Empalme | N/A | N/A | TBD | TBD |
| UFV55 | 2.2 | BALIZA_670 | 670+000 | Baliza Kilometraje | Centro | PK670+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV55 | 2.2 | SEÑAL_INT_24 | 673+000 | Señal Intermedia | Derecha | PK673+000 Derecha | SEÑALIZACION | Señal LED | N/A | TIPO 6 | TBD | TBD |
| UFV55 | 2.2 | BALIZA_673 | 673+000 | Baliza Señal | Centro | PK673+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV55 | 2.2 | BALIZA_675 | 675+000 | Baliza Kilometraje | Centro | PK675+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV56 | 2.2 | ESTACION_ZAPATOSA | 679+530 | Estación Menor | Centro | PK679+530 Centro | EDIFICACION | Apeadero | N/A | N/A | TBD | TBD |
| UFV56 | 2.2 | EBT_24_ZAPATOSA | 679+530 | Estación Base TETRA 24 | Derecha | PK679+530 Derecha | TELECOMUNICACIONES | TETRA BS | SWA_ZAP_01 | TIPO 5 | TBD | TBD |
| UFV56 | 2.2 | CCTV_ZAP_01 | 679+530 | Cámara Estación | Derecha | PK679+530 Derecha | EQUIPO ITS | CCTV Fija | SWA_ZAP_01 | TIPO 2 | TBD | TBD |
| UFV56 | 2.2 | BALIZA_ZAP_01 | 679+530 | Baliza Entrada | Centro | PK679+530 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV56 | 2.2 | BALIZA_680 | 680+000 | Baliza Kilometraje | Centro | PK680+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV56 | 2.2 | EMPALME_FO_37 | 682+000 | Empalme Fibra Óptica | Izquierda | PK682+000 Izquierda | TELECOMUNICACIONES | Caja Empalme | N/A | N/A | TBD | TBD |
| UFV56 | 2.2 | BALIZA_685 | 685+000 | Baliza Kilometraje | Centro | PK685+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV56 | 2.2 | BALIZA_690 | 690+000 | Baliza Kilometraje | Centro | PK690+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV56 | 2.2 | SEÑAL_INT_25 | 693+000 | Señal Intermedia | Derecha | PK693+000 Derecha | SEÑALIZACION | Señal LED | N/A | TIPO 6 | TBD | TBD |
| UFV56 | 2.2 | BALIZA_693 | 693+000 | Baliza Señal | Centro | PK693+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV56 | 2.2 | EMPALME_FO_38 | 695+000 | Empalme Fibra Óptica | Derecha | PK695+000 Derecha | TELECOMUNICACIONES | Caja Empalme | N/A | N/A | TBD | TBD |
| UFV56 | 2.2 | BALIZA_695 | 695+000 | Baliza Kilometraje | Centro | PK695+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV56 | 2.2 | BALIZA_700 | 700+000 | Baliza Kilometraje | Centro | PK700+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV21 | 2.2 | ESTACION_CHIMICHAGUA | 701+176 | Estación Menor | Centro | PK701+176 Centro | EDIFICACION | Apeadero | N/A | N/A | TBD | TBD |
| UFV21 | 2.2 | EBT_25_CHIMICHAGUA | 701+176 | Estación Base TETRA 25 | Derecha | PK701+176 Derecha | TELECOMUNICACIONES | TETRA BS | SWA_CHI_01 | TIPO 5 | TBD | TBD |
| UFV21 | 2.2 | CCTV_CHI_01 | 701+176 | Cámara Estación | Derecha | PK701+176 Derecha | EQUIPO ITS | CCTV Fija | SWA_CHI_01 | TIPO 2 | TBD | TBD |
| UFV21 | 2.2 | BALIZA_CHI_01 | 701+176 | Baliza Entrada | Centro | PK701+176 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV21 | 2.2 | BALIZA_705 | 705+000 | Baliza Kilometraje | Centro | PK705+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV21 | 2.2 | EMPALME_FO_39 | 708+000 | Empalme Fibra Óptica | Izquierda | PK708+000 Izquierda | TELECOMUNICACIONES | Caja Empalme | N/A | N/A | TBD | TBD |
| UFV21 | 2.2 | BALIZA_710 | 710+000 | Baliza Kilometraje | Centro | PK710+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV21 | 2.2 | SEÑAL_INT_26 | 713+000 | Señal Intermedia | Derecha | PK713+000 Derecha | SEÑALIZACION | Señal LED | N/A | TIPO 6 | TBD | TBD |
| UFV21 | 2.2 | BALIZA_713 | 713+000 | Baliza Señal | Centro | PK713+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV21 | 2.2 | BALIZA_715 | 715+000 | Baliza Kilometraje | Centro | PK715+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV21 | 2.2 | BALIZA_720 | 720+000 | Baliza Kilometraje | Centro | PK720+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV21 | 2.2 | EMPALME_FO_40 | 720+000 | Empalme Fibra Óptica | Derecha | PK720+000 Derecha | TELECOMUNICACIONES | Caja Empalme | N/A | N/A | TBD | TBD |
| UFV22 | 2.2 | SEÑAL_ENTRADA_CHIRIGUANA | 721+800 | Señal Entrada Chiriguaná | Derecha | PK721+800 Derecha | SEÑALIZACION | Señal LED Principal | N/A | TIPO 6 | TBD | TBD |
| UFV22 | 2.2 | BALIZA_ENTRADA_CHIRIGUANA | 722+000 | Baliza Entrada Terminal | Centro | PK722+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV22 | 2.2 | WILD_04_CHIRIGUANA | 722+000 | Detector Impactos Rueda 04 | Centro | PK722+000 Centro | EQUIPO ITS | WILD Sistema | SWA_WILD_04 | TIPO 4 | TBD | TBD |
| UFV22 | 2.2 | ESTACION_CHIRIGUANA | 722+250 | Estación Terminal Chiriguaná | Centro | PK722+250 Centro | EDIFICACION | Estación Clase A+ | N/A | N/A | TBD | TBD |
| UFV22 | 2.2 | TALLER_LIVIANO | 722+200 | Taller Mantenimiento Liviano | Izquierda | PK722+200 Izquierda | EDIFICACION | Taller Preventivo | N/A | N/A | TBD | TBD |
| UFV22 | 2.2 | SE_CHIRIGUANA | 722+250 | Subestación Eléctrica Principal | Derecha | PK722+250 Derecha | ENERGIA | Subestación MT/BT | N/A | N/A | TBD | TBD |
| UFV22 | 2.2 | CTC_CHIRIGUANA | 722+250 | Puesto Control CTC | Centro | PK722+250 Centro | CONTROL | CTC Local | SWA_CHR_01 | TIPO 7 | TBD | TBD |
| UFV22 | 2.2 | RBC_05_CHIRIGUANA | 722+250 | Radio Block Center 05 | Centro | PK722+250 Centro | CONTROL | RBC ETCS L2 | SWA_CHR_01 | TIPO 7 | TBD | TBD |
| UFV22 | 2.2 | EBT_26_CHIRIGUANA | 722+250 | Estación Base TETRA 26 | Derecha | PK722+250 Derecha | TELECOMUNICACIONES | TETRA BS | SWA_CHR_01 | TIPO 5 | TBD | TBD |
| UFV22 | 2.2 | CCTV_CHR_01 | 722+200 | Cámara Entrada Terminal | Derecha | PK722+200 Derecha | EQUIPO ITS | CCTV PTZ | SWA_CHR_02 | TIPO 2 | TBD | TBD |
| UFV22 | 2.2 | CCTV_CHR_02 | 722+230 | Cámara Andén Principal | Centro | PK722+230 Centro | EQUIPO ITS | CCTV Fija | SWA_CHR_02 | TIPO 2 | TBD | TBD |
| UFV22 | 2.2 | CCTV_CHR_03 | 722+250 | Cámara Patio Maniobras | Izquierda | PK722+250 Izquierda | EQUIPO ITS | CCTV PTZ | SWA_CHR_02 | TIPO 2 | TBD | TBD |
| UFV22 | 2.2 | CCTV_CHR_04 | 722+200 | Cámara Acceso Taller Liviano | Izquierda | PK722+200 Izquierda | EQUIPO ITS | CCTV PTZ | SWA_CHR_03 | TIPO 2 | TBD | TBD |
| UFV22 | 2.2 | CCTV_CHR_05 | 722+210 | Cámara Interior Taller 01 | Izquierda | PK722+210 Izquierda | EQUIPO ITS | CCTV Fija | SWA_CHR_03 | TIPO 2 | TBD | TBD |
| UFV22 | 2.2 | CCTV_CHR_06 | 722+220 | Cámara Interior Taller 02 | Izquierda | PK722+220 Izquierda | EQUIPO ITS | CCTV Fija | SWA_CHR_03 | TIPO 2 | TBD | TBD |
| UFV22 | 2.2 | CCTV_CHR_07 | 722+280 | Cámara Perímetro Este | Derecha | PK722+280 Derecha | EQUIPO ITS | CCTV PTZ | SWA_CHR_02 | TIPO 2 | TBD | TBD |
| UFV22 | 2.2 | CCTV_CHR_08 | 722+300 | Cámara Perímetro Sur | Izquierda | PK722+300 Izquierda | EQUIPO ITS | CCTV PTZ | SWA_CHR_02 | TIPO 2 | TBD | TBD |
| UFV22 | 2.2 | SAI_CHIRIGUANA | 722+250 | UPS Estación | Centro | PK722+250 Centro | ENERGIA | UPS 40kVA | N/A | N/A | TBD | TBD |
| UFV22 | 2.2 | SAI_TALLER_LIVIANO | 722+200 | UPS Taller Liviano | Izquierda | PK722+200 Izquierda | ENERGIA | UPS 30kVA | N/A | N/A | TBD | TBD |
| UFV22 | 2.2 | NODO_FO_CHIRIGUANA | 722+250 | Nodo Fibra Óptica Distribución | Centro | PK722+250 Centro | TELECOMUNICACIONES | ODF 48 hilos | SWA_CHR_01 | TIPO 5 | TBD | TBD |
| UFV22 | 2.2 | CONTROL_ACCESO_CHR_01 | 722+200 | Control Acceso Principal | Centro | PK722+200 Centro | SEGURIDAD | Biométrico | SWA_CHR_04 | TIPO 3 | TBD | TBD |
| UFV22 | 2.2 | CONTROL_ACCESO_CHR_02 | 722+200 | Control Acceso Taller | Izquierda | PK722+200 Izquierda | SEGURIDAD | Biométrico | SWA_CHR_04 | TIPO 3 | TBD | TBD |
| UFV22 | 2.2 | DETECCION_INCENDIO_CHR_01 | 722+250 | Sistema Detección Estación | Centro | PK722+250 Centro | SEGURIDAD | Det. Incendio + Supresión | SWA_CHR_04 | TIPO 3 | TBD | TBD |
| UFV22 | 2.2 | DETECCION_INCENDIO_CHR_02 | 722+200 | Sistema Detección Taller | Izquierda | PK722+200 Izquierda | SEGURIDAD | Det. Incendio + Rociadores | SWA_CHR_04 | TIPO 3 | TBD | TBD |
| UFV22 | 2.2 | BALIZA_CHR_01 | 722+250 | Baliza Entrada Estación | Centro | PK722+250 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV22 | 2.2 | DESVIO_CHR_01 | 722+280 | Desvío Acceso Taller 01 | Izquierda | PK722+280 Izquierda | VIA | Desvío Motorizado | N/A | N/A | TBD | TBD |
| UFV22 | 2.2 | DESVIO_CHR_02 | 722+300 | Desvío Acceso Taller 02 | Izquierda | PK722+300 Izquierda | VIA | Desvío Motorizado | N/A | N/A | TBD | TBD |
| UFV22 | 2.2 | DESVIO_CHR_03 | 722+320 | Desvío Apartadero | Derecha | PK722+320 Derecha | VIA | Desvío Motorizado | N/A | N/A | TBD | TBD |
| UFV22 | 2.2 | ESTACIONAMIENTO_MATERIAL_RODANTE_CHR | 722+280 | Zona Estacionamiento Trenes | Izquierda | PK722+280 Izquierda | INFRAESTRUCTURA | Patio Estacionamiento | N/A | N/A | TBD | TBD |
| UFV22 | 2.2 | GENERADOR_CHIRIGUANA | 722+250 | Grupo Electrógeno | Derecha | PK722+250 Derecha | ENERGIA | Generador 200kVA | N/A | N/A | TBD | TBD |
